,Domain,Brand,Type,Monetization,Vertical
1601,hiltonhotels.jp,Hiltonhotels,travel,,Hotels
1602,hiltonpublicsector.co.uk,Hiltonpublicsector,travel,,Hotels
1603,hiltonweekends.co.uk,Hiltonweekends,travel,,Information
1604,hiltonworldwide.com,Hiltonworldwide,travel,,Information
1605,hipotels,Hipotels,travel,,Hotels
1606,historichotels.org,Historichotels,travel,,Hotels
1607,historyisfun.org,Historyisfun,travel,,Tours and Activities
1608,hitched.co.uk,Hitched,travel,,Shopping
1609,hjoceanfrontinn.com,Hjoceanfrontinn,travel,,Hotels
1610,hoarcross.co.uk,Hoarcross,travel,,Hotels
1611,hofer-reisen.at,Hofer-Reisen,travel,,Package tours
1612,hofvansalland.com,Hofvansalland,travel,,Vacation Rentals
1613,hojo.com,Hojo,travel,,Hotels
1614,holidayautos.co.uk,Holidayautos,travel,,Car Rental
1615,holidayautos.com,Holidayautos,travel,,Car Rental
1616,holidayautos.it,Holidayautos,travel,,Car Rental
1617,holidayautos.no,Holidayautos,travel,,Car Rental
1618,holidaycars.com,Holidaycars,travel,,Car Rental
1619,holidaycheck.ch,Holidaycheck,travel,,Package tours
1620,holidaycheck.de,Holidaycheck,travel,,Package tours
1621,holidaycottages.co.uk,Holidaycottages,travel,,Vacation Rentals
1622,holidayextras.co.uk,Holidayextras,travel,,Aggregator
1623,holidayextras.com,Holidayextras,travel,,Aggregator
1624,holidayhypermarket.co.uk,Holidayhypermarket,travel,,Package tours
1625,holidayinn.co.uk,Holidayinn,travel,,Hotels
1626,holidayinn.com,Holidayinn,travel,,Hotels
1627,holidayinnresorts.com,Holidayinnresorts,travel,,Hotels
1628,holidayiq.com,Holidayiq,travel,,Flights
1629,holidaylettings.co.uk,Holidaylettings,travel,,Vacation Rentals
1630,holidayme.com,Holidayme,travel,,Package tours
1631,holidaypark.de,Holidaypark,travel,,Tours and Activities
1632,holidaypirates.com,Holidaypirates,travel,,Package tours
1633,holidaysuites.be,Holidaysuites,travel,,Vacation Rentals
1634,holidaysuites.nl,Holidaysuites,travel,,Vacation Rentals
1635,holidaytaxis.co.uk,Holidaytaxis,travel,,Car Rental
1636,holidaytaxis.com,Holidaytaxis,travel,,Car Rental
1637,holidu.com,Holidu,travel,,Vacation Rentals
1638,holland.com,Holland,travel,,Information
1639,hollandamerica.com,Hollandamerica,travel,,Cruises
1640,hollandsail.de,Hollandsail,travel,,Tours and Activities
1641,hollandsail.nl,Hollandsail,travel,,Tours and Activities
1642,homair.com,Homair,travel,,Package tours
1643,homeaway.co.in,HomeAway,travel,,Vacation Rentals
1644,homeaway.co.uk,HomeAway,travel,,Vacation Rentals
1645,homeaway.com,HomeAway,travel,,Vacation Rentals
1646,homeaway.com.au,HomeAway,travel,,Vacation Rentals
1647,homeaway.com.sg,HomeAway,travel,,Vacation Rentals
1648,homeaway.es,HomeAway,travel,,Vacation Rentals
1649,homeaway.it,HomeAway,travel,,Vacation Rentals
1650,homeaway.jp,HomeAway,travel,,Vacation Rentals
1651,homeaway.nl,HomeAway,travel,,Vacation Rentals
1652,homeaway.se,HomeAway,travel,,Vacation Rentals
1653,homeexchange,Homeexchange,travel,,Vacation Rentals
1654,homeexchange.com,Homeexchange,travel,,Vacation Rentals
1655,homelidays.com,Homelidays,travel,,Hotels
1656,homestay.com,Homestay,travel,,Vacation Rentals
1657,homestayadvisor.in,Homestayadvisor,travel,,Vacation Rentals
1658,homesteadresort.com,Homesteadresort,travel,,Hotels
1659,hongkongairport.com,Hongkongairport,travel,,Information
1660,hongkongdisneyland.com,Hongkongdisneyland,travel,,Tours and Activities
1661,hopayacht.com,HopaYacht,travel,,Tours and Activities
1662,hoppa.com,Hoppa,travel,,Vacation Rentals
1663,hopper.com,Hopper,travel,,Other
1664,horizn-studios.co.uk,Horizn-Studios,travel,,Shopping
1665,horizn-studios.com,Horizn-Studios,travel,,Shopping
1666,hornblower.com,Hornblower,travel,,Cruises
1667,horseshoebossiercity.com,Horseshoebossiercity,travel,,Hotels
1668,horseshoeresort.com,Horseshoeresort,travel,,Package tours
1669,horseshoetunica.com,Horseshoetunica,travel,,Hotels
1670,hoseasons.co.uk,Hoseasons,travel,,Vacation Rentals
1671,hostelbookers.com,Hostelbookers,travel,,Hostels
1672,hostelsclub.com,Hostelsclub,travel,,Hostels
1673,hosteltur.com,Hosteltur,travel,,Information
1674,hostelworld.com,Hostelworld,travel,,Hostels
1675,hoteis.com,Hoteis,travel,,Hotels
1676,hotel-bb.com,Hotel-Bb,travel,,Hotels
1677,hotel-icon.com,Hotel-Icon,travel,,Hotels
1678,hotel.,Hotel,travel,,Hotels
1679,hotel.com.au,Hotel,travel,,Hotels
1680,hotel.com.tw,Hotel,travel,,Hotels
1681,hotel.de,Hotel,travel,,Hotels
1682,hotel.info,Hotel,travel,,Hotels
1683,hotelbluemb.com,Hotelbluemb,travel,,Hotels
1684,hotelcaravelle.com,Hotelcaravelle,travel,,Hotels
1685,hotelcentrepoint.co.in,Hotelcentrepoint,travel,,Hotels
1686,hotelchatter.com,Hotelchatter,travel,,Information
1687,hotelcolorado.com,Hotelcolorado,travel,,Hotels
1688,hotelderby.com,Hotelderby,travel,,Hotels
1689,hoteldirect.co.uk,Hoteldirect,travel,,Hotels
1690,hotelduvin.com,Hotelduvin,travel,,Hotels
1691,hoteles-silken.com,Hoteles-Silken,travel,,Hotels
1692,hoteles.com,Hoteles,travel,,Hotels
1693,hotelesdunas.com,Hotelesdunas,travel,,Hotels
1694,hotelesglobales.com,Hotelesglobales,travel,,Hotels
1695,hotelesmonte.com,Hotelesmonte,travel,,Hotels
1696,hotelexclusives.com,Hotelexclusives,travel,,Package tours
1697,hotelf1.com,Hotelf1,travel,,Hotels
1698,hotelgotham.co.uk,Hotelgotham,travel,,Hotels
1699,hotelhrpalace.in,Hotelhrpalace,travel,,Hotels
1700,hotelinfo-online.com,Hotelinfo-Online,travel,,Information
1701,hotelkangerlussuaq.gl,Hotelkangerlussuaq,travel,,Hotels
1702,hotellook.com,Hotellook,travel,,Hotels
1703,hotellook.ru,Hotellook,travel,,Hotels
1704,hotelmarinacopan.com,Hotelmarinacopan,travel,,Hotels
1705,hotelmaxseattle.com,Hotelmaxseattle,travel,,Hotels
1706,hotelmela.com,Hotelmela,travel,,Hotels
1707,hotelmpocono.com,Hotelmpocono,travel,,Hotels
1708,hotelnewsresource.com,Hotelnewsresource,travel,,Information
1709,hotelogical.com,Hotelogical,travel,,Loyalty programs
1710,hotelopia.com,Hotelopia,travel,,Hotels
1711,hotelopia.de,Hotelopia,travel,,Hotels
1712,hotelopia.es,Hotelopia,travel,,Hotels
1713,hotelopia.fr,Hotelopia,travel,,Hotels
1714,hotelopia.pl,Hotelopia,travel,,Hotels
1715,hotelopia.pt,Hotelopia,travel,,Hotels
1716,hotelpalomar-phoenix.com,Hotelpalomar-Phoenix,travel,,Hotels
1717,hotelpenn.com,Hotelpenn,travel,,Hotels
1718,hotelplanner.com,Hotelplanner,travel,ref,Hotels
1719,hotelpledge3.com,Hotelpledge3,travel,,Hotels
1720,hotelpower.com,Hotelpower,travel,,Aggregator
1721,hotelrealm.com.au,Hotelrealm,travel,,Hotels
1722,hotelrehoboth.com,Hotelrehoboth,travel,,Hotels
1723,hotelrenew.com,Hotelrenew,travel,,Hotels
1724,hotelroom.com,Hotelroom,travel,,Hotels
1725,hotels-g.com,Hotels-G,travel,,Hotels
1726,hotels.ca,Hotels.com,travel,,Hotels
1727,hotels.cn,Hotels.com,travel,,Hotels
1728,hotels.co.uk,Hotels.com,travel,,Hotels
1729,hotels.com,Hotels.com,travel,,Hotels
1730,hotels.nl,Hotels.com,travel,,Hotels
1731,hotelsbyday.com,Hotelsbyday,travel,,Hotels
1732,hotelsclick.com,Hotelsclick,travel,,Hotels
1733,hotelscombined.ae,HotelsCombined,travel,a_aid,Hotels
1734,hotelscombined.co.kr,HotelsCombined,travel,a_aid,Hotels
1735,hotelscombined.co.uk,HotelsCombined,travel,a_aid,Hotels
1736,hotelscombined.com,HotelsCombined,travel,a_aid,Hotels
1737,hotelscombined.com.au,HotelsCombined,travel,a_aid,Hotels
1738,hotelscombined.com.tw,HotelsCombined,travel,a_aid,Hotels
1739,hotelscombined.de,HotelsCombined,travel,a_aid,Hotels
1740,hotelscombined.es,HotelsCombined,travel,a_aid,Hotels
1741,hotelscombined.hk,HotelsCombined,travel,a_aid,Hotels
1742,hotelsetc.com,Hotelsetc,travel,,Other
1743,hotelsone.com,Hotelsone,travel,,Hotels
1744,hotelsorrento.com,Hotelsorrento,travel,,Hotels
1745,hotelspecials.be,Hotelspecials,travel,,Hotels
1746,hotelspecials.com,Hotelspecials,travel,,Hotels
1747,hotelspecials.de,Hotelspecials,travel,,Hotels
1748,hotelspecials.dk,Hotelspecials,travel,,Hotels
1749,hotelspecials.nl,Hotelspecials,travel,,Hotels
1750,hotelspecials.se,Hotelspecials,travel,,Hotels
1751,hotelstorm.com,Hotelstorm,travel,,Package tours
1752,hotelsviva.com,Hotelsviva,travel,,Hotels
1753,hotelthreadneedles.co.uk,Hotelthreadneedles,travel,,Hotels
1754,hoteltonight.com,Hoteltonight,travel,,Hotels
1755,hoteltravelclub.com,Hoteltravelclub,travel,,Other
1756,hotelurban.com.au,Hotelurban,travel,,Hotels
1757,hotelurbano.com,Hotelurbano,travel,,Hotels
1758,hotelvalleyho.com,Hotelvalleyho,travel,,Hotels
1759,hotelviking.com,Hotelviking,travel,,Hotels
1760,hotelvoucher.sk,Hotelvoucher,travel,,Hotels
1761,hotelxcaret.com,Hotelxcaret,travel,,Other
1762,hotelzing.net,Hotelzing,travel,,Hotels
1763,hotusa.com,Hotusa,travel,,Hotels
1764,hotwire,Hotwire,travel,,Package tours
1765,hotwire.com,Hotwire,travel,,Package tours
1766,houseofbritain.nl,Houseofbritain,travel,,Tours and Activities
1767,houstonzoo.org,Houstonzoo,travel,,Tours and Activities
1768,hovertravel.co.uk,Hovertravel,travel,,Water transport
1769,howieshomestay.com,Howieshomestay,travel,,Hotels
1770,hrhibiza.com,Hrhibiza,travel,,Hotels
1771,hrs.com,Hrs,travel,,Hotels
1772,hrs.de,Hrs,travel,,Hotels
1773,htophotels.com,Htophotels,travel,,Hotels
1774,huazhu.com,Huazhu,travel,,Hotels
1775,hurtigruten.com,Hurtigruten,travel,,Cruises
1776,hurtigruten.dk,Hurtigruten,travel,,Cruises
1777,hurtigruten.fr,Hurtigruten,travel,,Cruises
1778,hurtigruten.jp,Hurtigruten,travel,,Cruises
1779,hurtigruten.no,Hurtigruten,travel,,Cruises
1780,hurtigruten.us,Hurtigruten,travel,,Cruises
1781,hvitserk.no,Hvitserk,travel,,Package tours
1782,hyatt.com,Hyatt,travel,,Hotels
1783,hyattrestaurants.com,Hyattrestaurants,travel,,Food & Beverage
1784,iaa.de,Iaa,travel,,Information
1785,iaa.es,Iaa,travel,,Information
1786,iaa.gov.il,Iaa,travel,,Information
1787,iamat.org,Iamat,travel,,Information
1788,iamsterdam.com,Iamsterdam,travel,,Tours and Activities
1789,iberia-express.ru,Iberia-Express,travel,,Information
1790,iberia.com,Iberia,travel,,Flights
1791,iberiaexpress.com,Iberiaexpress,travel,,Flights
1792,iberostar.com,Iberostar,travel,,Hotels
1793,iberostaragents.com,Iberostaragents,travel,,Loyalty programs
1794,iberostargrandbavaro.com,Iberostargrandbavaro,travel,,Hotels
1795,ibiza-spotlight.com,Ibiza-Spotlight,travel,,Information
1796,ibizarocks.com,Ibizarocks,travel,,Hotels
1797,icecastles.com,Icecastles,travel,,Tours and Activities
1798,icelandair.ca,Icelandair,travel,,Flights
1799,icelandair.com,Icelandair,travel,,Flights
1800,icelandair.de,Icelandair,travel,,Flights
1801,icelandair.us,Icelandair,travel,,Flights
1802,icelolly.com,Icelolly,travel,,Hotels
1803,ichwillkuehe.de,Ichwillkuehe,travel,,Hotels
1804,iconparkingsystems.com,Iconparkingsystems,travel,,Parking
1805,iconparkorlando.com,Iconparkorlando,travel,,Tours and Activities
1806,icruise.com,Icruise,travel,,Cruises
1807,ifly.com,Ifly,travel,,Information
1808,iglucruise.com,Iglucruise,travel,,Cruises
1809,ihg,IHG,travel,,Hotels
1810,ihg.com,IHG,travel,,Hotels
1811,ihgplc.com,Ihgplc,travel,,Hotels
1812,ihotelier.com,Ihotelier,travel,,Hotels
1813,ilunionhotels.co.uk,Ilunionhotels,travel,,Hotels
1814,ilunionhotels.com,Ilunionhotels,travel,,Hotels
1815,imagineireland.com,Imagineireland,travel,,Vacation Rentals
1816,imaginexperiences.com,Imaginexperiences,travel,,Tours and Activities
1817,inbus.ua,Inbus,travel,,Buses
1818,incarail.com,Incarail,travel,,Trains
1819,incentivetravel.co.uk,Incentivetravel,travel,,Information
1820,incredibleindia.org,Incredibleindia,travel,,Information
1821,indianeagle.com,Indianeagle,travel,,Flights
1822,indianholiday.com,Indianholiday,travel,,Package tours
1823,indianlakeshotel.com,Indianlakeshotel,travel,,Hotels
1824,infinitypillow.co,Infinitypillow,travel,,Shopping
1825,infobus.eu,Infobus,travel,,Buses
1826,inghams.co.uk,Inghams,travel,,Package tours
1827,inghams.com.au,Inghams,travel,,Package tours
1828,innisbrookgolfresort.com,Innisbrookgolfresort,travel,,Hotels
1829,innkeeperslodge.com,Innkeeperslodge,travel,,Hotels
1830,insightvacations.com,Insightvacations,travel,,Package tours
1831,insotelhotelgroup.com,Insotelhotelgroup,travel,,Hotels
1832,instore.travel,Instore,travel,,Insurance
1833,insubuy.com,Insubuy,travel,,Insurance
1834,interbus.nu,Interbus,travel,,Buses
1835,intercars-tickets.com,Intercars-Tickets,travel,,Buses
1836,intercity.co.nz,Intercity,travel,,Tours and Activities
1837,intercityhotel.com,Intercityhotel,travel,,Hotels
1838,intercontinental.com,Intercontinental,travel,,Hotels
1839,interhome.be,Interhome,travel,,Vacation Rentals
1840,interhome.co.uk,Interhome,travel,,Vacation Rentals
1841,interhome.com,Interhome,travel,,Vacation Rentals
1842,interhome.de,Interhome,travel,,Vacation Rentals
1843,interhome.dk,Interhome,travel,,Vacation Rentals
1844,interhome.fi,Interhome,travel,,Vacation Rentals
1845,interhome.nl,Interhome,travel,,Vacation Rentals
1846,interhome.pl,Interhome,travel,,Vacation Rentals
1847,interhome.ru,Interhome,travel,,Vacation Rentals
1848,interhome.se,Interhome,travel,,Vacation Rentals
1849,interjet.com,Interjet,travel,,Flights
1850,internationalliving.com,Internationalliving,travel,,Information
1851,internationalpalmscocoabeach.com,Internationalpalmscocoabeach,travel,,Hotels
1852,internations.org,Internations,travel,,Tours and Activities
1853,interrail.eu,Interrail,travel,,Trains
1854,intervalworld.com,Intervalworld,travel,,Other
1855,intownsuites.com,Intownsuites,travel,,Vacation Rentals
1856,intrepidtravel.com,Intrepid Travel,travel,,Package tours
1857,intrepidtravel.de,Intrepid Travel,travel,,Package tours
1858,intui.travel,intui.travel,travel,,Transfers
1859,iranair.com,Iranair,travel,,Flights
1860,irctc.co.in,Irctc,travel,,Trains
1861,irishferries.com,Irishferries,travel,,Water transport
1862,irishrail.ie,Irishrail,travel,,Trains
1863,irvsluggage.com,Irvsluggage,travel,,Shopping
1864,isango.com,Isango,travel,,Tours and Activities
1865,islandbuses.info,Islandbuses,travel,,Information
1866,islands.com,Islands,travel,,Information
1867,islandviewholidays.co.uk,Islandviewholidays,travel,,Hotels
1868,isleofbarra.com,Isleofbarra,travel,,Hotels
1869,italia.it,Italia,travel,,Information
1870,italiarail,ItaliaRail,travel,,Trains
1871,italiarail.com,ItaliaRail,travel,,Trains
1872,italoimpresa.it,Italoimpresa,travel,,Loyalty programs
1873,italotreno.it,Italotreno,travel,,Trains
1874,italymagazine.com,Italymagazine,travel,,Information
1875,itchotels.in,Itchotels,travel,,Hotels
1876,itison.com,Itison,travel,,Shopping
1877,its.de,Its,travel,,Package tours
1878,itscoop.ch,Itscoop,travel,,Package tours
1879,itsoft.pl,Itsoft,travel,,Aggregator
1880,iventurecard.com,Iventurecard,travel,,Tours and Activities
1881,ivisa.com,Ivisa,travel,,Legal Services
1882,ivivu.com,Ivivu,travel,,Package tours
1883,iway.ru,i'way,travel,,Transfers
1884,ixigo.com,Ixigo,travel,,Aggregator
1885,jacksflightclub.co.uk,Jacksflightclub,travel,,Other
1886,jacksflightclub.com,Jacksflightclub,travel,,Other
1887,jacksonhole.com,Jacksonhole,travel,,Outdoors
1888,jademountain.com,Jademountain,travel,,Hotels
1889,jaipurgreens.in,Jaipurgreens,travel,,Hotels
1890,jal.co.jp,Jal,travel,,Flights
1891,jalan.net,Jalan,travel,,Package tours
1892,jamesvillas.co.uk,Jamesvillas,travel,,Vacation Rentals
1893,jamesvillas.ie,Jamesvillas,travel,,Vacation Rentals
1894,japan-guide.com,Japan-Guide,travel,,Information
1895,jaresortshotels.com,Jaresortshotels,travel,,Hotels
1896,jaypeakresort.com,Jaypeakresort,travel,,Outdoors
1897,jcyl.es,Jcyl,travel,,Information
1898,jdvhotels.com,Jdvhotels,travel,,Hotels
1899,jdwetherspoon.com,Jdwetherspoon,travel,,Hotels
1900,jerseytravel.com,Jerseytravel,travel,,Package tours
1901,jet2.com,Jet2,travel,,Aggregator
1902,jet2holidays.com,Jet2Holidays,travel,,Aggregator
1903,jetairfly.com,Jetairfly,travel,,Flights
1904,jetbeds.com,Jetbeds,travel,,Hotels
1905,jetblue,Jetblue,travel,,Flights
1906,jetblue.com,Jetblue,travel,,Flights
1907,jetbluevacations.com,Jetbluevacations,travel,,Package tours
1908,jetcost.co.in,Jetcost,travel,,Flights
1909,jetcost.co.uk,Jetcost,travel,,Flights
1910,jetcost.com,Jetcost,travel,,Flights
1911,jetradar.co.nz,JetRadar,travel,,Flights
1912,jetradar.co.th,JetRadar,travel,,Flights
1913,jetradar.com,JetRadar,travel,,Flights
1914,jetradar.com.br,JetRadar,travel,,Flights
1915,jetradar.es,JetRadar,travel,,Flights
1916,jetradar.it,JetRadar,travel,,Flights
1917,jetradar.sg,JetRadar,travel,,Flights
1918,jetsetter.com,Jetsetter,travel,,Information
1919,jetstar.com,Jetstar,travel,,Flights
1920,jetwinghotels.com,Jetwinghotels,travel,,Hotels
1921,jnto.go.jp,Jnto,travel,,Information
1922,joburg.co.za,Joburg,travel,,Information
1923,jococruise.com,Jococruise,travel,,Cruises
1924,johnnyjet.com,Johnnyjet,travel,,Information
1925,joinmarriottrewards.com,Joinmarriottrewards,travel,,Hotels
1926,journaway.com,Journaway,travel,,Package tours
1927,jr-central.co.jp,Jr-Central,travel,,Trains
1928,jrailpass.com,Jrailpass,travel,,Trains
1929,jshotels.com,Jshotels,travel,,Hotels
1930,jucy.com,Jucy,travel,,Car Rental
1931,jucy.com.au,Jucy,travel,,Car Rental
1932,jugendherberge.de,Jugendherberge,travel,,Vacation Rentals
1933,jugendtours.de,Jugendtours,travel,,Package tours
1934,jumeirah.com,Jumeirah,travel,,Hotels
1935,jurysinns.com,Jurysinns,travel,,Hotels
1936,justaway.com,Justaway,travel,,Package tours
1937,justfly.com,Justfly,travel,,Flights
1938,justgoholidays.com,Justgoholidays,travel,,Package tours
1939,justpark.com,Justpark,travel,,Parking
1940,justyou.co.uk,Justyou,travel,,Package tours
1941,k-west.co.uk,K-West,travel,,Hotels
1942,kagimaldives.com,Kagimaldives,travel,,Hotels
1943,kalahariresorts.com,Kalahariresorts,travel,,Tours and Activities
1944,kansai-airport.or.jp,Kansai-Airport,travel,,Information
1945,karibea.com,Karibea,travel,,Hotels
1946,kayak.co.uk,KAYAK,travel,a,Flights
1947,kayak.com,KAYAK,travel,a,Flights
1948,kayak.com.ar,KAYAK,travel,a,Flights
1949,kayak.com.au,KAYAK,travel,a,Flights
1950,kayak.com.br,KAYAK,travel,a,Flights
1951,kayak.com.co,KAYAK,travel,a,Flights
1952,kayak.com.mx,KAYAK,travel,a,Flights
1953,kayak.de,KAYAK,travel,a,Flights
1954,kayak.es,KAYAK,travel,a,Flights
1955,kayak.fr,KAYAK,travel,a,Flights
1956,kayak.it,KAYAK,travel,a,Flights
1957,kayak.ae,KAYAK,travel,a,Flights
1958,kayak.cat,KAYAK,travel,a,Flights
1959,kayak.ch,KAYAK,travel,a,Flights
1960,kayak.cl,KAYAK,travel,a,Flights
1961,kayak.co.id,KAYAK,travel,a,Flights
1962,kayak.co.in,KAYAK,travel,a,Flights
1963,kayak.co.jp,KAYAK,travel,a,Flights
1964,kayak.co.kr,KAYAK,travel,a,Flights
1965,kayak.co.th,KAYAK,travel,a,Flights
1966,kayak.co.uk,KAYAK,travel,a,Flights
1967,kayak.com.hk,KAYAK,travel,a,Flights
1968,kayak.com.my,KAYAK,travel,a,Flights
1969,kayak.com.pe,KAYAK,travel,a,Flights
1970,kayak.com.tr,KAYAK,travel,a,Flights
1971,kayak.dk,KAYAK,travel,a,Flights
1972,kayak.ie,KAYAK,travel,a,Flights
1973,kayak.nl,KAYAK,travel,a,Flights
1974,kayak.no,KAYAK,travel,a,Flights
1975,kayak.pl,KAYAK,travel,a,Flights
1976,kayak.pt,KAYAK,travel,a,Flights
1977,kayak.ru,KAYAK,travel,a,Flights
1978,kayak.se,KAYAK,travel,a,Flights
1979,kayak.sg,KAYAK,travel,a,Flights
1980,keepgo.com,Keepgo,travel,a,Other
1981,kempinski.com,Kempinski,travel,a,Hotels
1982,kennebunkportresortcollection.com,Kennebunkportresortcollection,travel,a,Hotels
1983,kenwoodtravel.co.uk,Kenwoodtravel,travel,a,Package tours
1984,keralatourism.org,Keralatourism,travel,a,Information
1985,keytours.com,Keytours,travel,a,Aggregator
1986,keytours.gr,Keytours,travel,a,Aggregator
1987,keywestexpress.net,Keywestexpress,travel,a,Water transport
1988,khil.com,Khil,travel,a,Hotels
1989,kiawahresort.com,Kiawahresort,travel,a,Hotels
1990,kidsquest.com,Kidsquest,travel,a,Tours and Activities
1991,killington.com,Killington,travel,a,Outdoors
1992,kimptonhotels.com,Kimptonhotels,travel,a,Hotels
1993,kingsmillshotel.com,Kingsmillshotel,travel,a,Hotels
1994,kiwi.com,Kiwi.com,travel,affilid,Flights
1995,kiwicollection.com,Kiwicollection,travel,,Hotels
1996,kiwitaxi.com,Kiwitaxi,travel,,Transfers
